location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-18T03:00:00+00:00,2024-04-17T20:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-18T04:00:00+00:00,2024-04-17T21:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-18T05:00:00+00:00,2024-04-17T22:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.6,ppm,2024-04-18T06:00:00+00:00,2024-04-17T23:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-18T07:00:00+00:00,2024-04-18T00:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.6,ppm,2024-04-18T08:00:00+00:00,2024-04-18T01:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-18T09:00:00+00:00,2024-04-18T02:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-18T10:00:00+00:00,2024-04-18T03:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-18T11:00:00+00:00,2024-04-18T04:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.7,ppm,2024-04-18T12:00:00+00:00,2024-04-18T05:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-18T13:00:00+00:00,2024-04-18T06:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-18T14:00:00+00:00,2024-04-18T07:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-18T15:00:00+00:00,2024-04-18T08:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-18T16:00:00+00:00,2024-04-18T09:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-18T17:00:00+00:00,2024-04-18T10:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-18T18:00:00+00:00,2024-04-18T11:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-18T19:00:00+00:00,2024-04-18T12:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-18T20:00:00+00:00,2024-04-18T13:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-18T21:00:00+00:00,2024-04-18T14:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-18T22:00:00+00:00,2024-04-18T15:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-18T23:00:00+00:00,2024-04-18T16:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T00:00:00+00:00,2024-04-18T17:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-19T01:00:00+00:00,2024-04-18T18:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T02:00:00+00:00,2024-04-18T19:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T03:00:00+00:00,2024-04-18T20:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T04:00:00+00:00,2024-04-18T21:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-19T05:00:00+00:00,2024-04-18T22:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T06:00:00+00:00,2024-04-18T23:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T07:00:00+00:00,2024-04-19T00:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T08:00:00+00:00,2024-04-19T01:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-19T09:00:00+00:00,2024-04-19T02:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-19T10:00:00+00:00,2024-04-19T03:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-19T11:00:00+00:00,2024-04-19T04:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-19T12:00:00+00:00,2024-04-19T05:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-19T13:00:00+00:00,2024-04-19T06:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-19T14:00:00+00:00,2024-04-19T07:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-19T15:00:00+00:00,2024-04-19T08:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T16:00:00+00:00,2024-04-19T09:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T17:00:00+00:00,2024-04-19T10:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T18:00:00+00:00,2024-04-19T11:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-19T19:00:00+00:00,2024-04-19T12:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T20:00:00+00:00,2024-04-19T13:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T21:00:00+00:00,2024-04-19T14:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-19T22:00:00+00:00,2024-04-19T15:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-19T23:00:00+00:00,2024-04-19T16:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T00:00:00+00:00,2024-04-19T17:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T01:00:00+00:00,2024-04-19T18:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T02:00:00+00:00,2024-04-19T19:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T03:00:00+00:00,2024-04-19T20:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T04:00:00+00:00,2024-04-19T21:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T05:00:00+00:00,2024-04-19T22:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T06:00:00+00:00,2024-04-19T23:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T07:00:00+00:00,2024-04-20T00:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-20T08:00:00+00:00,2024-04-20T01:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-20T09:00:00+00:00,2024-04-20T02:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-20T10:00:00+00:00,2024-04-20T03:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T11:00:00+00:00,2024-04-20T04:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T12:00:00+00:00,2024-04-20T05:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T13:00:00+00:00,2024-04-20T06:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-20T14:00:00+00:00,2024-04-20T07:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-20T15:00:00+00:00,2024-04-20T08:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-20T16:00:00+00:00,2024-04-20T09:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-20T17:00:00+00:00,2024-04-20T10:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-20T18:00:00+00:00,2024-04-20T11:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-20T19:00:00+00:00,2024-04-20T12:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-20T20:00:00+00:00,2024-04-20T13:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-20T21:00:00+00:00,2024-04-20T14:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-20T22:00:00+00:00,2024-04-20T15:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-20T23:00:00+00:00,2024-04-20T16:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-21T00:00:00+00:00,2024-04-20T17:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-21T01:00:00+00:00,2024-04-20T18:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-21T02:00:00+00:00,2024-04-20T19:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-21T03:00:00+00:00,2024-04-20T20:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-21T04:00:00+00:00,2024-04-20T21:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-21T05:00:00+00:00,2024-04-20T22:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-21T06:00:00+00:00,2024-04-20T23:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-21T07:00:00+00:00,2024-04-21T00:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-21T08:00:00+00:00,2024-04-21T01:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-21T09:00:00+00:00,2024-04-21T02:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-21T10:00:00+00:00,2024-04-21T03:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-21T11:00:00+00:00,2024-04-21T04:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-21T12:00:00+00:00,2024-04-21T05:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.6,ppm,2024-04-21T13:00:00+00:00,2024-04-21T06:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.6,ppm,2024-04-21T14:00:00+00:00,2024-04-21T07:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-21T15:00:00+00:00,2024-04-21T08:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-21T16:00:00+00:00,2024-04-21T09:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-21T17:00:00+00:00,2024-04-21T10:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.5,ppm,2024-04-21T18:00:00+00:00,2024-04-21T11:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-21T19:00:00+00:00,2024-04-21T12:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-21T20:00:00+00:00,2024-04-21T13:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-21T21:00:00+00:00,2024-04-21T14:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-21T22:00:00+00:00,2024-04-21T15:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-21T23:00:00+00:00,2024-04-21T16:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T00:00:00+00:00,2024-04-21T17:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T01:00:00+00:00,2024-04-21T18:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T02:00:00+00:00,2024-04-21T19:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T03:00:00+00:00,2024-04-21T20:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T04:00:00+00:00,2024-04-21T21:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T05:00:00+00:00,2024-04-21T22:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T06:00:00+00:00,2024-04-21T23:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T07:00:00+00:00,2024-04-22T00:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-22T08:00:00+00:00,2024-04-22T01:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T09:00:00+00:00,2024-04-22T02:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T10:00:00+00:00,2024-04-22T03:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T11:00:00+00:00,2024-04-22T04:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T12:00:00+00:00,2024-04-22T05:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T13:00:00+00:00,2024-04-22T06:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-22T14:00:00+00:00,2024-04-22T07:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-22T15:00:00+00:00,2024-04-22T08:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-22T16:00:00+00:00,2024-04-22T09:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-22T17:00:00+00:00,2024-04-22T10:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-22T18:00:00+00:00,2024-04-22T11:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-22T19:00:00+00:00,2024-04-22T12:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-22T20:00:00+00:00,2024-04-22T13:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.4,ppm,2024-04-22T21:00:00+00:00,2024-04-22T14:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T22:00:00+00:00,2024-04-22T15:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-22T23:00:00+00:00,2024-04-22T16:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T00:00:00+00:00,2024-04-22T17:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T01:00:00+00:00,2024-04-22T18:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T02:00:00+00:00,2024-04-22T19:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T03:00:00+00:00,2024-04-22T20:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T04:00:00+00:00,2024-04-22T21:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T05:00:00+00:00,2024-04-22T22:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T06:00:00+00:00,2024-04-22T23:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-23T07:00:00+00:00,2024-04-23T00:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T08:00:00+00:00,2024-04-23T01:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-23T09:00:00+00:00,2024-04-23T02:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-23T10:00:00+00:00,2024-04-23T03:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-23T11:00:00+00:00,2024-04-23T04:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-23T12:00:00+00:00,2024-04-23T05:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.2,ppm,2024-04-23T13:00:00+00:00,2024-04-23T06:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T14:00:00+00:00,2024-04-23T07:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T15:00:00+00:00,2024-04-23T08:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T16:00:00+00:00,2024-04-23T09:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T17:00:00+00:00,2024-04-23T10:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T18:00:00+00:00,2024-04-23T11:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
7936,Los Angeles - N. Mai,co,0.3,ppm,2024-04-23T19:00:00+00:00,2024-04-23T12:00:00-07:00,America/Los_Angeles,34.066429,-118.226755,,,,Unknown Governmental Organization,AirNow
